7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,937,937,937,937,937,937,937,937,937,0,0,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,107,107,105,107,107,107,107,107,107,0,0,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,107,107,105,107,107,107,107,107,107,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,778,778,778,778,778,778,778,778,778,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,778,778,778,778,778,778,778,778,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,6,6,296,778,778,778,778,778,778,6,6,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,6,778,778,778,778,778,778,4,4,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,4,4,4,4,4,4,4,778,778,778,778,778,4,4,4,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,4,4,4,4,4,4,778,778,778,778,778,4,4,4,4
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,778,778,778,4,4,4,4,5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,5,5,778,778,778,5,5,5,5,5
0,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,778,778,778,5,5,5,5,5
0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,778,778,778,778,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,778,778,778,5,5,5,5,5
800,801,801,801,801,801,801,801,801,801,801,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,778,778,778,5,5,5,5,5
897,898,899,900,901,901,901,901,901,901,901,901,868,0,0,0,0,0,0,0,1113,1113,1113,1113,1113,1113,1113,1113,1145,5,5,778,778,778,778,5,5,5,5,5
928,929,930,931,932,933,933,933,933,933,933,933,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,5,5,5,778,778,778,5,5,5,5,5
737,737,737,737,737,737,737,737,737,737,737,737,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,778,778,778,5,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,778,778,5,0,0,0,0
0,0,0,0,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,778,0,0,0,0,0
0,0,140,140,140,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,778,0,0,0,0,0
0,140,140,140,140,156,156,156,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,778,0,0,0,0,0
140,140,140,618,618,618,618,618,618,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,778,0,0,0,0,0
140,140,618,618,618,618,618,618,618,618,140,140,0,0,0,0,4,0,0,0,0,0,1113,1113,1113,1113,1113,1113,1145,1113,1113,0,0,778,778,0,0,0,0,0
140,140,618,618,618,618,618,618,618,618,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,778,778,0,0,0,0,0
140,140,140,618,618,618,618,618,618,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,778,778,0,0,0,0,0
0,140,140,140,618,618,618,618,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,0,0,778,778,0,0,0,0,0
0,0,140,140,140,618,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,778,0,0,0,0,0
0,0,0,140,140,140,140,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,778,0,0,0,0,0
800,801,801,801,801,140,140,801,801,801,801,801,801,801,0,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,801,778,778,801,801,801,801,802
896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,896,778,778,897,898,899,900,901
928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,928,778,778,929,930,931,932,933
