1042,1043,1258,1288,1288,1288,1288,1259,1042,1043,1042,1043,1043,1233,30,30,30,30,30,30,30,30,30,30,30,30,350,417,417,417,417,417,417,417,417,417,417,417,418,30,
1074,1075,1256,1173,1171,1172,1173,1256,1074,1075,1074,1075,1075,30,1194,1197,1197,1197,1197,1195,30,30,1221,30,30,30,448,30,66,67,66,67,66,67,30,66,67,30,450,30,
1042,1043,1256,1205,1203,1204,1205,1256,1042,1043,1042,1043,1073,30,1225,1169,1170,1169,1170,1225,30,30,30,1222,1223,30,448,30,30,1251,30,30,30,30,1218,493,30,30,450,30,
1074,1075,1290,1259,30,30,1258,1291,1074,1075,1074,1075,30,30,1225,1169,1170,1169,1170,1225,30,30,1222,1223,30,1220,448,30,30,30,1218,30,30,1218,1218,30,30,30,450,30,
1042,1043,30,1256,30,30,1256,30,1042,1043,1072,1073,30,30,1228,1227,54,30,1228,1230,30,30,30,30,30,30,448,30,30,30,30,30,1218,1218,30,1251,30,30,450,30,
1042,1043,1174,1256,30,30,1256,1174,1074,1075,30,440,440,440,440,30,54,30,30,30,440,440,440,440,440,30,448,30,30,1218,30,30,1219,1218,30,30,30,30,450,30,
1072,1073,1206,1289,30,30,1289,1206,1072,1073,440,440,440,1090,440,30,54,1094,1095,440,440,440,440,440,440,30,448,30,30,30,30,1218,1218,1218,30,30,30,30,450,30,
30,1254,1255,30,30,30,86,86,86,86,86,86,86,86,86,86,118,30,30,440,440,1091,440,440,440,30,448,30,30,30,1218,1218,30,30,1218,30,1251,30,450,30,
1200,70,71,1292,1260,30,30,30,30,30,440,440,440,440,440,30,54,30,30,440,440,440,440,440,440,30,480,481,73,73,615,73,73,73,73,73,73,481,482,30,
30,30,30,30,1093,30,1282,1283,1280,30,30,440,440,440,440,30,54,30,1091,440,440,440,440,440,440,30,512,513,105,105,647,105,105,105,105,105,105,832,833,30,
1257,30,1257,30,1122,30,30,30,30,357,358,30,30,30,30,30,54,30,30,440,440,440,440,440,440,30,544,545,137,137,647,137,137,137,137,137,137,864,865,30,
1256,30,1289,30,1154,1280,1292,1260,30,389,390,1254,1255,30,30,30,54,30,30,30,30,30,30,30,30,38,39,38,39,30,647,296,296,296,296,296,296,30,1111,30,
1256,30,1091,30,30,30,30,1090,30,30,30,30,30,357,358,30,54,30,30,30,30,30,30,68,69,70,71,70,71,296,647,296,296,296,296,296,296,839,1111,30,
1256,30,1295,1093,70,71,30,1295,1093,1292,1260,1091,30,389,390,30,54,30,30,30,68,69,30,30,30,30,30,30,30,839,679,296,296,296,296,296,296,30,30,30,
1256,30,30,30,30,1093,30,30,30,30,30,30,30,1091,30,30,30,30,30,30,30,30,30,30,30,70,134,135,134,39,296,296,296,296,296,296,296,30,839,30,
1256,1252,1253,30,30,1292,1260,1094,1095,1091,949,1292,1260,1122,30,30,30,30,30,30,30,30,30,32,33,30,70,134,135,134,39,296,296,296,296,296,30,30,30,30,
1256,948,30,30,30,30,30,30,30,30,30,30,30,1154,30,30,30,30,30,30,30,30,30,64,65,30,30,70,71,70,71,296,296,296,296,296,839,30,30,30,
1289,949,30,1292,1260,1091,1292,1288,1260,30,30,30,30,1091,30,30,30,30,30,30,30,30,30,30,32,33,30,30,30,30,30,30,296,296,296,839,30,30,30,30,
30,30,30,983,30,30,30,30,30,983,30,30,30,1282,1283,30,30,30,30,1088,30,30,30,30,64,65,30,30,30,30,30,30,296,296,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,1281,1152,1153,30,114,114,114,114,114,114,114,114,30,30,30,352,353,354,355,30,296,296,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,1111,1251,30,50,114,114,114,114,114,114,114,114,114,114,114,30,1090,384,385,386,387,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,534,30,30,30,30,30,1280,1250,114,114,114,114,114,114,114,114,114,1088,114,114,50,30,30,30,30,30,30,296,30,30,30,1090,30,30,
30,30,30,30,30,565,566,567,30,30,30,30,902,50,114,114,114,114,114,114,114,114,114,114,114,114,50,30,30,30,68,69,296,296,30,1088,30,30,1089,30,
30,30,30,30,30,597,598,599,30,30,30,30,934,30,50,114,114,114,114,114,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1158,30,1090,
30,30,30,30,30,597,598,599,30,30,30,30,30,934,30,50,114,114,114,1088,114,114,114,114,114,114,114,114,1081,68,69,30,30,296,30,30,30,1089,30,30,
30,30,1190,30,30,629,630,631,30,30,30,30,30,30,934,30,114,114,114,114,114,114,114,114,114,114,114,114,1081,30,30,30,30,296,30,1090,30,30,30,1158,
30,30,30,30,30,30,30,30,30,30,1123,1191,30,30,30,934,30,114,114,114,114,114,114,114,114,114,114,114,1081,30,68,69,30,296,296,30,1158,1152,1153,82,
30,1190,30,30,30,30,30,30,30,30,1155,30,30,1189,30,30,934,114,114,114,114,114,114,114,114,114,114,114,1081,30,30,30,30,30,30,82,82,82,82,82,
30,1152,1153,30,228,229,230,231,30,30,30,30,30,30,30,934,30,114,114,114,1229,1224,1224,1224,1224,1224,1224,1196,1081,1228,1224,1224,1224,1224,1224,1224,1224,1224,1224,1230,
30,30,30,30,260,261,262,263,30,1093,30,30,1191,30,30,30,934,114,114,114,1192,30,30,1105,1106,1105,1106,30,1081,1107,1108,30,30,30,30,415,30,30,1201,1192,
30,30,30,30,30,30,30,30,30,30,30,30,30,1189,30,934,30,114,114,114,1192,30,1105,1106,1105,1106,1105,1106,1081,1139,1140,30,30,30,30,447,1189,1191,30,1192,
30,30,30,30,30,492,492,30,30,30,30,30,30,30,30,30,934,114,114,114,1192,30,30,30,30,30,30,30,30,30,30,30,30,30,30,444,1188,1190,1104,1192,
30,30,30,30,30,492,492,30,30,30,30,30,30,30,30,934,30,114,114,114,1192,30,30,30,30,30,30,30,30,30,30,30,528,30,30,530,30,30,1081,1192,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,934,114,114,114,1192,30,30,30,30,30,1105,1106,30,1201,435,0,560,561,561,562,30,30,1081,1192,
30,30,30,30,30,30,30,30,30,30,30,1152,1153,1185,30,934,30,114,114,114,1192,30,1168,1113,1113,1113,1113,1113,1145,1113,1113,1113,592,593,593,594,1113,1113,1145,1192,
346,346,30,30,30,30,30,30,30,30,30,30,1187,30,30,30,934,114,114,114,1192,30,30,30,1105,1106,30,30,30,440,505,442,624,625,625,626,30,1202,1081,1192,
1188,30,30,30,30,30,30,30,30,30,30,30,30,30,30,934,114,114,114,114,1192,30,30,30,30,30,30,30,30,511,348,413,410,30,30,30,30,1113,1145,1192,
30,30,30,30,30,30,30,30,30,30,1188,30,30,30,934,350,50,114,114,114,1226,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,8,8,1224,1224,1224,1224,1230,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,30,30,30,30,30
