30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,255,30,30,30,30,30,
30,30,30,30,319,319,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,255,255,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,255,255,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,222,222,222,222,30,30,30,30,30,222,222,222,222,222,30,30,30,30,30,30,30,30,255,30,30,30,30,30,30,
30,30,30,30,287,287,30,30,30,30,222,222,222,30,222,30,30,30,30,222,222,222,222,222,222,30,30,30,30,30,30,255,255,255,30,30,30,30,30,30,
30,30,30,190,190,190,190,190,190,190,30,30,30,30,30,30,30,30,30,222,222,30,222,222,222,30,30,30,30,30,255,255,30,30,30,30,30,30,30,30,
30,30,30,30,30,190,190,190,190,190,222,222,222,222,222,30,30,30,30,222,222,222,222,222,222,30,30,30,30,30,255,30,30,30,30,30,30,30,30,30,
190,190,190,190,30,190,30,30,30,30,30,222,222,222,222,30,30,30,30,222,222,222,222,222,222,30,30,30,30,30,255,30,30,30,30,30,30,30,30,30,
30,190,30,190,30,190,190,190,190,30,30,30,30,30,30,30,30,30,30,222,222,222,222,222,222,30,30,30,30,30,255,30,30,30,30,30,30,30,30,30,
30,190,30,190,30,30,30,30,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,255,30,30,30,30,30,30,30,30,30,
30,190,30,190,190,190,190,30,190,190,190,190,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,255,30,30,30,30,30,30,30,30,30,
30,190,30,30,30,30,190,30,30,30,30,30,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,255,30,30,30,30,30,30,30,30,30,
30,190,190,190,190,30,190,190,190,190,190,190,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,190,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,190,190,190,190,190,190,190,190,190,190,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,190,30,30,30,30,30,30,190,190,190,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
190,190,190,30,190,190,190,190,190,30,190,190,190,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,190,190,287,190,190,190,190,190,287,190,190,30,30,30,30,30,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,190,30,30,30,30,190,190,30,30,30,30,191,191,191,191,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,191,191,191,191,191,191,191,191,191,30,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,191,191,191,191,191,191,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,191,191,191,191,30,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,191,191,191,191,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,223,223,223,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,223,223,223,191,191,191,191,191,191,191,191,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,223,223,223,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
